cntr_01,dist_x,pang_x,ra_01,dec_01,oid,ra,dec,field,ccdid,qid,filtercode,ngoodobs,ngoodobsrel,nobs,nobsrel,refmag,refmagerr,astrometricrms,chisq,magrms,maxmag,medianabsdev,medianmag,medmagerr,minmag
1256,null,null,2.7686924994E+02,-3.9749579546E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1257,0.801066,-107.527730,1.0926142808E+02,1.1427408015E+01,514205200003555,109.2612116,11.4273410,514,5,2,zr,323,287,358,321,1.712600E+01,1.300000E-02,1.511058E-06,8.828261E-01,1.964604E-02,1.718640E+01,1.163864E-02,1.712868E+01,1.954569E-02,1.706507E+01
1258,0.101557,7.837888,2.5717509774E+02,1.3969082353E+01,535214300009983,257.1751017,13.9691103,535,14,3,zr,499,448,532,477,1.745300E+01,1.500000E-02,4.462413E-07,1.058286E+00,2.095504E-02,1.751155E+01,1.338196E-02,1.742075E+01,1.874738E-02,1.734221E+01
1259,0.251369,-145.627826,1.6518448526E+02,4.8383561132E+01,753211300002557,165.1844259,48.3835035,753,11,3,zr,497,356,556,403,1.725800E+01,1.600000E-02,7.341741E-07,9.757791E-01,2.122217E-02,1.732067E+01,1.329613E-02,1.723675E+01,2.020215E-02,1.714839E+01
1260,0.167909,-55.336103,7.3990510922E+01,-3.1961915278E+00,1399213100005980,73.9904725,-3.1961650,1399,13,1,zr,48,28,52,28,1.739800E+01,1.100000E-02,4.703834E-07,1.224041E+00,2.610280E-02,1.746589E+01,1.962757E-02,1.739897E+01,2.377358E-02,1.733862E+01
1261,0.073318,-20.368510,2.7665483799E+02,2.8831815907E+01,1681206200021811,276.6548299,28.8318350,1681,6,2,zr,53,26,53,26,1.748000E+01,1.900000E-02,4.064729E-07,1.159944E+00,2.024522E-02,1.754811E+01,1.452255E-02,1.749026E+01,1.856222E-02,1.744268E+01
1262,0.050730,123.654797,3.2149668087E+02,-2.0553978091E+01,289216100000550,321.4966934,-20.5539859,289,16,1,zr,229,93,233,97,1.740100E+01,1.600000E-02,5.700083E-07,9.532242E-01,2.273680E-02,1.751827E+01,1.279449E-02,1.740244E+01,1.989995E-02,1.734291E+01
1263,0.098983,-34.255092,1.6031287129E+02,2.2828770174E+01,1618212400006892,160.3128545,22.8287929,1618,12,4,zr,40,21,46,25,1.734500E+01,2.000000E-02,3.811811E-07,8.447140E-01,2.110051E-02,1.741245E+01,1.269627E-02,1.735882E+01,2.228386E-02,1.732047E+01
1264,null,null,1.6924180378E+02,-4.6819802470E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1265,0.486661,43.954671,2.4663413073E+02,1.3932235983E+01,534216300007201,246.6342274,13.9323333,534,16,3,zr,415,245,459,276,1.724800E+01,2.500000E-02,1.078758E-06,9.822773E-01,2.199410E-02,1.734528E+01,1.318169E-02,1.725942E+01,1.989578E-02,1.719873E+01
1266,null,null,1.5290971824E+02,-5.0712724427E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1267,null,null,2.3201761835E+02,-3.7337925978E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1268,null,null,7.9244039458E+01,-4.0583001882E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1269,null,null,8.1207531785E+01,-3.0339121438E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1270,null,null,4.0921267267E+01,-4.4578394979E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1271,null,null,2.9376469244E+02,-8.0271343216E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1272,0.092576,68.836540,5.0882204417E+01,3.5021052016E+01,654209100001125,50.8822337,35.0210613,654,9,1,zr,380,298,423,334,1.742200E+01,1.700000E-02,6.069424E-08,1.003832E+00,2.907968E-02,1.760670E+01,1.481915E-02,1.745432E+01,2.188699E-02,1.735789E+01
1273,null,null,1.7461105983E+02,-4.4393537488E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1274,null,null,2.7948354333E+02,-3.3857520562E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1275,null,null,1.3945923744E+02,-6.3980154039E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1276,null,null,5.4567469876E+01,-8.1658324153E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1277,0.363756,9.854046,2.9786439213E+02,1.9679268347E+01,591210400125863,297.8644105,19.6793679,591,10,4,zr,653,602,798,715,1.745000E+01,2.400000E-02,8.248312E-07,1.089520E+00,3.197659E-02,1.750978E+01,1.940155E-02,1.735729E+01,2.640130E-02,1.725005E+01
1278,null,null,5.0521312945E+01,-4.7351786513E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1279,0.285372,-82.667146,6.5281171111E+01,4.8652411283E+01,1780201200030213,65.2810521,48.6524214,1780,1,2,zr,79,79,81,81,1.743100E+01,2.000000E-02,2.398345E-07,1.076882E+00,2.458195E-02,1.749823E+01,1.512909E-02,1.741904E+01,2.082901E-02,1.733813E+01
1280,0.099468,23.951900,9.4491286323E+01,-2.0518883351E+01,258216100000447,94.4912983,-20.5188581,258,16,1,zr,285,279,392,384,1.743900E+01,1.100000E-02,8.029880E-07,1.079695E+00,3.711318E-02,1.780308E+01,1.652908E-02,1.743471E+01,2.269717E-02,1.730018E+01
1281,null,null,1.7573560064E+02,-3.5656428853E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1282,0.047856,-178.121806,6.0134026374E+01,6.8213009186E+01,1843216300002682,60.1340252,68.2129959,1843,16,3,zr,68,68,70,70,1.749300E+01,1.600000E-02,4.031007E-07,1.069455E+00,2.612473E-02,1.757450E+01,1.715469E-02,1.749419E+01,2.378178E-02,1.742365E+01
1283,0.096527,71.320391,3.4069495132E+02,1.4904782612E+01,547215100005658,340.6949776,14.9047912,547,15,1,zr,334,246,375,279,1.751900E+01,1.500000E-02,5.837365E-07,9.723774E-01,2.504197E-02,1.761573E+01,1.363182E-02,1.751146E+01,2.078466E-02,1.743105E+01
1284,null,null,3.4779576435E+02,-3.7837454858E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1285,null,null,3.3461348652E+02,-3.8550986117E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1286,0.253369,-3.965095,2.5393943605E+02,1.0505062488E+01,535208300015831,253.9394311,10.5051327,535,8,3,zr,483,436,530,476,1.752100E+01,2.300000E-02,6.282764E-07,1.026449E+00,2.478321E-02,1.766386E+01,1.428604E-02,1.752484E+01,2.063472E-02,1.744797E+01
1287,null,null,2.7444494717E+02,-4.5626927599E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1288,null,null,9.5082896139E+01,-3.8218156709E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1289,0.035126,1.730556,1.7872992717E+02,-2.7425542753E+01,269202400002747,178.7299275,-27.4255330,269,2,4,zr,24,24,31,31,1.760100E+01,1.800000E-02,8.168623E-07,8.120989E-01,3.048087E-02,1.765579E+01,1.747513E-02,1.760914E+01,3.190329E-02,1.752860E+01
1290,null,null,2.7355071042E+02,-4.3006688610E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1291,null,null,1.1941347877E+02,-2.5260981613E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1292,null,null,1.3956754089E+02,-6.7157419251E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1293,0.252936,-61.573891,3.4566606916E+02,-1.2373431246E+01,393202100005080,345.6660059,-12.3733978,393,2,1,zr,194,148,218,160,1.744200E+01,2.000000E-02,6.823139E-07,1.037195E+00,2.775751E-02,1.752607E+01,1.636505E-02,1.744591E+01,2.339273E-02,1.734559E+01
1294,0.047454,-73.540619,1.3331149591E+02,1.3605632465E+01,1564208300008108,133.3114829,13.6056362,1564,8,3,zr,36,32,47,43,1.758700E+01,1.500000E-02,5.310090E-07,9.333974E-01,2.355459E-02,1.767632E+01,1.254940E-02,1.760326E+01,1.993335E-02,1.754288E+01
1295,0.024271,130.094419,8.1281361452E+01,-2.4057397158E+01,256211300007860,81.2813671,-24.0574015,256,11,3,zr,89,78,114,99,1.754600E+01,1.400000E-02,9.430786E-07,9.993206E-01,3.260702E-02,1.760868E+01,1.784897E-02,1.754096E+01,2.648087E-02,1.744421E+01
1296,0.187599,85.375218,3.5507771979E+02,-2.7968099702E+01,293202400006320,355.0777786,-27.9680955,293,2,4,zr,103,103,107,107,1.739100E+01,2.000000E-02,1.254481E-06,1.039058E+00,3.426568E-02,1.754381E+01,1.835632E-02,1.740637E+01,2.619209E-02,1.731721E+01
1297,null,null,2.1682264249E+02,-5.4486967272E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1298,0.369078,-102.466727,2.6244608522E+02,7.4496947432E+01,1876212100019949,262.4457107,74.4969253,1876,12,1,zr,25,6,25,6,1.712500E+01,4.800000E-02,2.491166E-06,8.370465E+00,1.410372E-01,1.742390E+01,1.063423E-01,1.723387E+01,1.883565E-02,1.683929E+01
1299,0.165875,-41.191597,2.8139345751E+02,6.0490825427E+01,827208400008408,281.3933959,60.4908601,827,8,4,zr,877,854,919,896,1.752400E+01,1.400000E-02,4.752355E-07,1.128090E+00,2.367212E-02,1.764218E+01,1.484680E-02,1.754935E+01,1.951252E-02,1.745149E+01
1300,0.615969,-3.994428,2.6475739727E+02,6.0725786113E+01,825205300003975,264.7573729,60.7259568,825,5,3,zr,1214,882,1295,942,1.737400E+01,2.000000E-02,1.668479E-06,8.914077E-01,1.746896E-02,1.743783E+01,1.069450E-02,1.737507E+01,1.778723E-02,1.728337E+01
1301,0.157016,0.139447,2.9632136749E+02,-1.9571453615E+01,336203200015945,296.3213676,-19.5714100,336,3,2,zr,278,267,282,271,1.749800E+01,1.900000E-02,4.126197E-07,9.993557E-01,1.932947E-02,1.753865E+01,1.222897E-02,1.748185E+01,1.814235E-02,1.741028E+01
1302,null,null,3.2502657554E+02,-5.7727800893E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1303,0.111380,-37.312196,1.2352377198E+02,2.2349414793E+01,1613208100001026,123.5237517,22.3494394,1613,8,1,zr,36,36,92,92,1.754900E+01,1.200000E-02,6.839174E-07,9.403991E-01,1.937516E-02,1.760199E+01,1.304817E-02,1.756006E+01,2.057129E-02,1.751298E+01
1304,0.183829,130.110507,3.1850569530E+01,7.2626423985E+00,451215300001229,31.8506089,7.2626095,451,15,3,zr,447,383,486,416,1.761200E+01,1.300000E-02,3.930806E-07,9.948792E-01,3.157222E-02,1.772434E+01,1.738167E-02,1.761292E+01,2.590270E-02,1.741434E+01
1305,null,null,1.4462962490E+02,-4.9815695486E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1306,0.073205,72.908469,3.0809835141E+00,1.6638181824E+01,1545210100005900,3.0810038,16.6381878,1545,10,1,zr,68,68,73,73,1.756400E+01,1.900000E-02,1.888498E-07,9.809071E-01,1.870996E-02,1.763799E+01,1.313877E-02,1.757744E+01,1.985870E-02,1.754644E+01
1307,0.123714,2.108545,2.7529298025E+02,2.1050661858E+01,588214300025642,275.2929816,21.0506962,588,14,3,zr,761,726,787,750,1.759000E+01,1.700000E-02,7.524254E-07,9.455380E-01,2.687464E-02,1.775934E+01,1.378250E-02,1.760725E+01,2.161091E-02,1.753692E+01
1308,null,null,1.8170362956E+02,-3.6071952679E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1309,0.076613,-23.893781,4.2480335206E+01,3.0516432442E+01,1650209400001434,42.4803252,30.5164519,1650,9,4,zr,76,73,80,77,1.760100E+01,1.600000E-02,4.808995E-08,1.246849E+00,8.568770E-02,1.813323E+01,1.903534E-02,1.762280E+01,2.263449E-02,1.717892E+01
1310,null,null,2.9864952314E+02,-4.3090944473E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1311,0.105129,-131.267282,6.0904807374E+01,2.4248260561E+01,1604210200001417,60.9047833,24.2482413,1604,10,2,zr,76,76,82,82,1.754900E+01,1.600000E-02,1.458806E-07,1.043930E+00,2.301593E-02,1.761120E+01,1.422691E-02,1.755272E+01,2.020521E-02,1.748211E+01
1312,null,null,2.0027376707E+01,-6.6935600565E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1313,0.002746,-178.415059,5.7462440721E+01,7.4386925625E+00,1501206200004124,57.4624407,7.4386918,1501,6,2,zr,57,57,59,59,1.765900E+01,1.300000E-02,2.307241E-07,1.190896E+00,2.594998E-02,1.771073E+01,1.972961E-02,1.766207E+01,2.456228E-02,1.761201E+01
1314,0.095084,93.107509,2.5706755102E+02,4.4347807032E+01,762201300014012,257.0675879,44.3478056,762,1,3,zr,1248,847,1318,898,1.765400E+01,2.000000E-02,1.066350E-06,1.029689E+00,2.207882E-02,1.776324E+01,1.421547E-02,1.767368E+01,2.046817E-02,1.757877E+01
1315,0.254654,-135.998620,2.4108487204E+02,-1.3523745817E+01,378201400014102,241.0848215,-13.5237967,378,1,4,zr,118,118,152,152,1.735900E+01,1.600000E-02,8.290307E-07,1.215821E+00,2.697956E-02,1.745359E+01,1.630211E-02,1.736271E+01,1.987916E-02,1.726205E+01
1316,0.126009,83.623163,1.3138111066E+02,6.1726640012E+01,815205200001587,131.3811841,61.7266439,815,5,2,zr,485,307,539,351,1.748000E+01,1.300000E-02,6.896212E-07,9.448879E-01,2.387287E-02,1.765459E+01,1.319122E-02,1.748743E+01,2.069802E-02,1.730719E+01
1317,0.058711,-44.854743,1.2543870016E+02,4.5989816439E+01,749208400007423,125.4386836,45.9898280,749,8,4,zr,576,324,634,361,1.797700E+01,1.800000E-02,5.465445E-07,4.789323E+00,3.272148E-01,2.031846E+01,7.780075E-02,1.770033E+01,2.408428E-02,1.742079E+01
1318,0.037553,-6.711644,3.1572180451E+02,3.5979213540E+01,688214400072386,315.7218030,35.9792239,688,14,4,zr,871,868,933,930,1.767100E+01,2.500000E-02,3.703145E-07,1.017062E+00,2.549024E-02,1.781167E+01,1.552010E-02,1.768087E+01,2.262408E-02,1.752544E+01
1319,2.508164,-115.191038,2.0559051634E+01,2.6675077472E+00,1443210100000901,20.5584205,2.6672112,1443,10,1,zr,43,34,50,37,1.616400E+01,2.800000E-02,3.046876E-07,2.749130E+00,2.808374E-02,1.623470E+01,2.125359E-02,1.616866E+01,1.146202E-02,1.611380E+01
1320,null,null,1.2855967750E+02,-7.4927469501E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1321,0.076231,-70.145876,3.1721169428E+02,4.6183379084E+00,1539204300009736,317.2116743,4.6183451,1539,4,3,zr,52,21,56,25,1.771400E+01,2.600000E-02,4.262195E-07,1.484139E+00,4.082289E-02,1.790622E+01,2.356815E-02,1.771068E+01,2.354371E-02,1.764935E+01
1322,0.075873,1.083705,1.7107724929E+02,-1.4080931572E+01,318215100006527,171.0772497,-14.0809105,318,15,1,zr,88,87,96,95,1.782400E+01,2.100000E-02,6.546849E-07,1.023008E+00,3.263722E-02,1.784532E+01,2.116966E-02,1.777023E+01,3.068024E-02,1.768954E+01
1323,0.036518,1.660399,3.2286223635E+02,3.3703143660E+01,689210400055594,322.8622367,33.7031538,689,10,4,zr,799,789,875,865,1.768700E+01,2.800000E-02,5.433954E-07,1.048749E+00,3.548219E-02,1.781717E+01,1.499939E-02,1.769994E+01,2.120440E-02,1.716561E+01
1324,0.087202,-70.906681,3.3946669029E+02,-2.0221276123E+01,342203400002995,339.4666659,-20.2212682,342,3,4,zr,127,114,139,125,1.762100E+01,1.400000E-02,6.389488E-07,8.332804E-01,3.324909E-02,1.778221E+01,1.533508E-02,1.761343E+01,2.728468E-02,1.749441E+01
1325,0.060556,79.971140,1.9192415973E+01,-1.9998648529E+01,1289211400002873,19.1924336,-19.9986456,1289,11,4,zr,22,5,26,5,1.766200E+01,1.600000E-02,4.586450E-07,9.960118E-01,2.271866E-02,1.769188E+01,1.780415E-02,1.766101E+01,2.650212E-02,1.761385E+01
1326,null,null,6.8147939223E+01,-3.2902776087E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1327,0.197339,-80.977226,2.0508784392E+02,-2.0551204297E+01,273215200000362,205.0877861,-20.5511957,273,15,2,zr,204,68,211,75,1.741700E+01,1.400000E-02,2.244668E-07,1.016642E+00,2.255332E-02,1.747779E+01,1.280594E-02,1.739564E+01,1.867528E-02,1.732012E+01
1328,null,null,2.2773589348E+02,-7.0243211110E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1329,0.121528,-7.179338,1.2457600231E+02,3.8785106607E+01,708206400014419,124.5759969,38.7851401,708,6,4,zr,580,324,635,358,1.767700E+01,1.100000E-02,5.797442E-07,1.029931E+00,3.383780E-02,1.787898E+01,1.992512E-02,1.767422E+01,2.868250E-02,1.754385E+01
1330,null,null,1.3478335556E+02,-7.9636031554E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1331,0.189689,30.964137,1.8543136893E+01,-1.9203464582E+01,296201200008047,18.5431656,-19.2034194,296,1,2,zr,178,170,195,185,1.767400E+01,1.700000E-02,5.550740E-07,9.978649E-01,3.100443E-02,1.779468E+01,1.885700E-02,1.767388E+01,2.801721E-02,1.756245E+01
1332,null,null,1.7158897624E+02,-5.7715476728E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1333,null,null,2.5238261130E+02,-2.9854378933E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1334,0.447217,-95.381437,1.9412058138E+02,6.1033376751E+01,820206300001184,194.1203260,61.0333651,820,6,3,zr,626,499,693,557,1.757000E+01,1.500000E-02,6.404491E-07,8.651437E-01,2.343526E-02,1.763955E+01,1.425457E-02,1.756066E+01,2.442811E-02,1.746214E+01
1335,null,null,1.5850590442E+02,-4.5981705730E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1336,0.018795,-15.684828,1.0865800811E+01,2.8846878974E+01,1646205200019110,10.8657992,28.8468840,1646,5,2,zr,86,86,90,90,1.757200E+01,2.200000E-02,1.737135E-07,1.051489E+00,2.096190E-02,1.761882E+01,1.384926E-02,1.757574E+01,1.952745E-02,1.751898E+01
1337,0.063257,-77.885750,1.0948382085E+02,1.7831522012E+01,1560214400006813,109.4838028,17.8315257,1560,14,4,zr,51,50,56,52,1.775600E+01,1.600000E-02,8.284032E-07,1.025714E+00,3.304721E-02,1.786187E+01,1.795006E-02,1.777673E+01,2.594560E-02,1.770931E+01
1338,0.091501,-129.268439,1.1997191296E+02,4.2439359988E+01,1747206400007092,119.9718863,42.4393439,1747,6,4,zr,47,47,52,52,1.760500E+01,1.500000E-02,4.136482E-07,1.016318E+00,2.625569E-02,1.767898E+01,1.708984E-02,1.762646E+01,2.493059E-02,1.756529E+01
1339,0.018667,109.737516,1.0204258531E+02,3.7645091511E+00,1455214300001387,102.0425902,3.7645074,1455,14,3,zr,47,31,51,31,1.769700E+01,1.800000E-02,6.394059E-07,1.192228E+00,3.605470E-02,1.787304E+01,1.935959E-02,1.770896E+01,2.407470E-02,1.763342E+01
1340,0.282954,-22.892063,2.4709626766E+02,4.7615355292E+01,761205200000004,247.0962223,47.6154277,761,5,2,zr,306,248,344,276,1.767300E+01,2.400000E-02,9.898506E-07,1.030053E+00,2.395280E-02,1.775648E+01,1.457882E-02,1.765773E+01,2.098393E-02,1.755014E+01
1341,0.065346,-30.826614,2.8176171164E+02,5.1198997113E+01,765215100004575,281.7616968,51.1990127,765,15,1,zr,1085,1074,1124,1113,1.782900E+01,1.300000E-02,4.978270E-07,1.001380E+00,2.476683E-02,1.792381E+01,1.598358E-02,1.783202E+01,2.366460E-02,1.774817E+01
1342,0.919120,177.511924,2.4716082705E+02,7.0887329270E+01,847211100003243,247.1608609,70.8870742,847,11,1,zr,726,618,775,659,1.742200E+01,1.700000E-02,3.462117E-06,8.415644E-01,1.950270E-02,1.750344E+01,1.121998E-02,1.741669E+01,1.976645E-02,1.732893E+01
1343,null,null,2.8948330926E+02,-3.4489607178E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1344,0.103400,25.072394,1.5454726504E+02,-6.7452348158E+00,366214100004445,154.5472773,-6.7452088,366,14,1,zr,126,118,140,132,1.762700E+01,1.300000E-02,6.346289E-07,9.167706E-01,3.124251E-02,1.772694E+01,1.769447E-02,1.762562E+01,2.861547E-02,1.753332E+01
1345,0.092963,-50.621252,1.2124579104E+02,4.1962368217E+01,708211200004043,121.2457642,41.9623846,708,11,2,zr,577,322,635,356,1.767700E+01,1.600000E-02,4.812504E-07,9.842658E-01,2.737214E-02,1.780065E+01,1.613426E-02,1.768599E+01,2.430305E-02,1.756854E+01
1346,0.051416,8.933511,2.1104806818E+02,-2.3746006709E+01,274212300004614,211.0480706,-23.7459926,274,12,3,zr,193,61,201,68,1.774200E+01,1.500000E-02,2.408927E-07,1.085172E+00,2.937105E-02,1.783743E+01,1.791763E-02,1.774486E+01,2.447970E-02,1.761709E+01
1347,0.040084,-75.702406,3.8907294319E+01,4.4076777550E+01,698214100016898,38.9072793,44.0767803,698,14,1,zr,489,447,536,487,1.773100E+01,2.500000E-02,8.652703E-08,1.027581E+00,2.747764E-02,1.786436E+01,1.632118E-02,1.775149E+01,2.354830E-02,1.765185E+01
1348,0.073570,-21.770071,1.0566762250E+02,1.0043141921E+01,514207300021361,105.6676148,10.0431609,514,7,3,zr,317,281,355,318,1.783800E+01,1.900000E-02,8.992560E-07,9.857222E-01,3.226687E-02,1.802276E+01,1.811600E-02,1.784318E+01,2.724781E-02,1.773371E+01
1349,0.133456,-60.657089,3.6088109486E+01,-2.2925397566E+01,1291201200009551,36.0880744,-22.9253794,1291,1,2,zr,33,1,33,1,1.784600E+01,1.700000E-02,8.161846E-07,8.931848E-01,2.974315E-02,1.787315E+01,2.172089E-02,1.780917E+01,3.605456E-02,1.774956E+01
1350,0.534214,-120.581798,2.0528158106E+02,4.1833678698E+01,717209100004170,205.2814096,41.8336032,717,9,1,zr,725,539,808,609,1.759000E+01,1.900000E-02,1.510803E-06,8.909696E-01,2.167332E-02,1.765678E+01,1.378250E-02,1.758442E+01,2.293449E-02,1.747811E+01
1351,0.091083,43.582975,3.3741758759E+02,6.1116839273E+01,831207300002746,337.4176237,61.1168576,831,7,3,zr,687,676,723,712,1.780100E+01,1.600000E-02,3.802875E-07,1.037486E+00,2.746585E-02,1.796222E+01,1.711273E-02,1.781787E+01,2.445464E-02,1.773350E+01
1352,0.133840,39.869764,2.8954822671E+02,-1.6776106634E+01,335211300065738,289.5482516,-16.7760781,335,11,3,zr,375,374,426,418,1.771200E+01,1.400000E-02,3.868984E-07,9.138630E-01,2.287084E-02,1.782733E+01,1.386642E-02,1.770168E+01,2.249611E-02,1.761966E+01
1353,null,null,1.7812952162E+02,-1.8497089149E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1354,0.146460,-76.481878,1.3680749820E+02,4.7179785390E+01,750207200002869,136.8074400,47.1797949,750,7,2,zr,746,531,780,551,1.764000E+01,1.300000E-02,5.609010E-07,8.230287E-01,2.625494E-02,1.780997E+01,1.376152E-02,1.765627E+01,2.478994E-02,1.754918E+01
1355,null,null,2.0446871070E+02,-6.8157683013E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1356,0.218642,-80.661981,2.1602455952E+02,-2.3440649355E+01,274210400002049,216.0244942,-23.4406395,274,10,4,zr,196,63,203,70,1.773800E+01,1.600000E-02,1.339883E-07,9.900281E-01,2.587733E-02,1.785422E+01,1.492023E-02,1.772674E+01,2.234355E-02,1.762823E+01
1357,0.128884,-85.315097,1.4382430913E+02,-6.7029392241E+00,365216100004485,143.8242732,-6.7029363,365,16,1,zr,120,115,131,126,1.768000E+01,1.300000E-02,5.459748E-07,7.939802E-01,3.200522E-02,1.780029E+01,1.449776E-02,1.767133E+01,2.707168E-02,1.755583E+01
1358,0.069783,-30.738599,9.5289876715E+01,2.4813558339E+01,613208300035192,95.2898658,24.8135750,613,8,3,zr,545,491,749,693,1.776500E+01,1.900000E-02,6.121131E-07,9.494063E-01,3.610474E-02,1.803622E+01,1.626205E-02,1.779760E+01,2.539495E-02,1.769344E+01
1359,null,null,2.2035165737E+02,-5.0755413888E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1360,0.163095,-72.181301,1.2942599942E+02,1.9737675437E+01,1613201100008593,129.4259536,19.7376893,1613,1,1,zr,29,29,91,91,1.721200E+01,1.500000E-02,7.581145E-07,1.032313E+00,2.058369E-02,1.725384E+01,1.337433E-02,1.721152E+01,1.920811E-02,1.717124E+01
1361,0.060429,82.940978,3.1701747412E+02,2.2906830337E+01,642202400009263,317.0174922,22.9068324,642,2,4,zr,890,877,914,901,1.782500E+01,1.500000E-02,7.376160E-07,9.533672E-01,2.672307E-02,1.796548E+01,1.467705E-02,1.782309E+01,2.282456E-02,1.760209E+01
1362,0.125737,92.284958,3.6907187384E+01,6.6268255993E+01,1841211400052019,36.9072741,66.2682546,1841,11,4,zr,76,76,79,79,1.783900E+01,2.100000E-02,4.450521E-07,3.959293E+00,1.198620E-01,1.788641E+01,6.550407E-02,1.779866E+01,2.452871E-02,1.740187E+01
1363,0.181296,117.877383,2.9545118497E+02,5.3553073747E+01,799205300037352,295.4512599,53.5530502,799,5,3,zr,643,629,702,688,1.764300E+01,2.100000E-02,6.121672E-07,1.017555E+00,4.052244E-02,1.771338E+01,1.364517E-02,1.763721E+01,1.988132E-02,1.675660E+01
1364,null,null,1.3741769455E+02,-3.1144851460E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1365,0.084612,160.828651,2.2058514643E+01,1.0761159100E+01,502207400000146,22.0585225,10.7611369,502,7,4,zr,441,386,472,411,1.772300E+01,1.600000E-02,5.191770E-07,1.127792E+00,3.633619E-02,1.783719E+01,2.037239E-02,1.773374E+01,2.678164E-02,1.754697E+01
1366,0.099455,-84.229216,7.5038276398E+01,4.4441314922E+01,1742209300019280,75.0382379,44.4413177,1742,9,3,zr,80,80,81,81,1.772900E+01,1.800000E-02,1.460514E-07,9.051533E-01,3.397927E-02,1.778412E+01,1.492500E-02,1.773470E+01,2.444648E-02,1.756676E+01
1367,0.834817,69.142256,6.6097419852E+01,-8.0397742655E+00,1398205300026925,66.0976387,-8.0396917,1398,5,3,zr,44,27,49,30,1.737400E+01,4.000000E-02,3.364055E-07,1.688981E+00,4.592489E-02,1.745047E+01,2.695751E-02,1.735383E+01,2.366351E-02,1.722723E+01
1368,null,null,1.2858982983E+01,-4.3589613302E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
